agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,used_by_fte,dataset_name,dataset_url
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,"Ontodia, Inc",Data/Technology,10-Jan,NYC open data,https://data.cityofnewyork.us/
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,PLUTO,www.zonerapp.com
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,NYC ACRIS,http://a836-acris.nyc.gov/CP/
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Office of City Planning,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Department of Buildings,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Department of Finance,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Fire Department,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Department of Transportation,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Zoner,Housing/Real Estate,10-Jan,New York City Office of Digital Information and Technology,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,311,https://nycopendata.socrata.com/Social-Services/311-Service-Requests-from-2010-to-Present/erm2-nwe9
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,DOB Complaints,https://data.cityofnewyork.us/Housing-Development/DOB-Complaints-Received/eabe-havv
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,HPD Violations,https://data.cityofnewyork.us/Housing-Development/Housing-Maintenance-Code-Violations/wvxf-dwi5
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,Housing Litigation,https://data.cityofnewyork.us/Housing-Development/Housing-Litigations/59kj-x8nc
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,Restaurant Inspections,https://data.cityofnewyork.us/Health/DOHMH-New-York-City-Restaurant-Inspection-Results/xx67-kt59
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,Integrated Property Information System,https://data.cityofnewyork.us/Housing-Development/IPIS-Integrated-Property-Information-System-/n5mv-nfpy
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,Oil Boilers,https://data.cityofnewyork.us/Housing-Development/Oil-Boilers-Detailed-Fuel-Consumption-and-Building/jfzu-yy6n
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,Revaluate,"Housing/Real Estate,",10-Jan,LPC Complaint Log,https://data.cityofnewyork.us/City-Government/LPC-Complaint-Log/ck4n-5h6x
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,PlaceILive.com,Housing/Real Estate,10-Jan,Google,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,PlaceILive.com,Housing/Real Estate,10-Jan,Socrata,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,PlaceILive.com,Housing/Real Estate,10-Jan,Foursquare,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,PlaceILive.com,Housing/Real Estate,10-Jan,US Census,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,PlaceILive.com,Housing/Real Estate,10-Jan,MTA,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,SlashDB,Data/Technology,10-Jan,,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,FindTheBest.com,Lifestyle & Consumer,51-200,,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,CityScan,Geospatial/Mapping,10-Jan,,
New York City,NYC,City/County,General,,http://www.nyc.gov/data/,48 Factoring Inc.,Finance & Investment,51-200,,
Palo Alto,PA,City/County,General,,http://data.cityofpaloalto.org/,"Junar, Inc.",Data/Technology,10-Jan,City of Palo Alto Development Center Permits,http://bit.ly/YG1mm4
Philadelphia,PHILA,State,General,,http://www.opendataphilly.org/,CityScan,Geospatial/Mapping,10-Jan,,
Raleigh,,City/County,General,,http://www.raleighnc.gov/open/,BaleFire Global,Data/Technology,10-Jan,"The City of Raleigh, North Carolina",
San Francisco,SF,City/County,General,,http://www.datasf.org/,YourMapper,Geospatial/Mapping,10-Jan,Crime,
San Francisco,SF,City/County,General,,http://www.datasf.org/,YourMapper,Geospatial/Mapping,10-Jan,Trees,
San Francisco,SF,City/County,General,,http://www.datasf.org/,YourMapper,Geospatial/Mapping,10-Jan,311 Calls,
San Francisco,SF,City/County,General,,http://www.datasf.org/,Appallicious,Data/Technology,Nov-50,San Francisco Department of Public Health,https://data.sfgov.org/
San Francisco,SF,City/County,General,,http://www.datasf.org/,Appallicious,Data/Technology,Nov-50,San Francisco Parks & Recreation Info Department Dataset,https://data.sfgov.org/Parks-and-Recreation/Recreation-Park-Department-Park-Info-Dataset/z76i-7s65
San Francisco,SF,City/County,General,,http://www.datasf.org/,BuildZoom,Housing/Real Estate,Nov-50,State Contractor License Data,
San Francisco,SF,City/County,General,,http://www.datasf.org/,BuildZoom,Housing/Real Estate,Nov-50,City Permit Data,
San Francisco,SF,City/County,General,,http://www.datasf.org/,New Media Parents,Geospatial/Mapping,10-Jan,San Francisco,https://data.sfgov.org/
Santa Cruz,SC,City/County,General,,http://data.cityofsantacruz.com/,OpenCounter,Governance,10-Jan,,
Seattle,SEA,City/County,General,,http://data.seattle.gov/,Porch,Housing/Real Estate,51-200,Seattle dept of planning and development,https://www.seattle.gov/dpd/permits/
Seattle,SEA,City/County,General,,http://data.seattle.gov/,Porch,Housing/Real Estate,51-200,City/Local Open Data,
Seattle,SEA,City/County,General,,http://data.seattle.gov/,New Media Parents,Geospatial/Mapping,10-Jan,City of Seattle Parks,https://data.seattle.gov/dataset/City-Of-Seattle-Parks/kxj9-se6t
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,"Calcbench, Inc.",Finance & Investment,10-Jan,Securities and Exchange Commission,http://www.sec.gov/
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Brightscope,Finance & Investment,51-200,Investment Advisor Data,http://www.sec.gov/
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Ez-XBRL,Finance & Investment,51-200,US Securities and Exchange Commision (SEC) Next-Generation EDGAR System,http://www.sec.gov/edgar/searchedgar/webusers.htm
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,IPHIX,Data/Technology,10-Jan,US Securities and Exchange Commission,www.sec.gov
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,StockSmart,Finance & Investment,Nov-50,XBRL,http://www.sec.gov/edgar/searchedgar/webusers.htm
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,S&P Capital IQ,Finance & Investment,"5,001-10,000","Data on public companies, public offerings, filings, screening tools, macroeconomic data",
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,eInstitutional,Finance & Investment,10-Jan,SEC Edgar,http://www.sec.gov/edgar/searchedgar/webusers.htm#.Uz1UPmdOXIU
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Xignite,Finance & Investment,51-200,insider data and holdings data,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Rank and Filed,Finance & Investment,NA,EDGAR,https://www.sec.gov/edgar/searchedgar/companysearch.html
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,IVES Group Inc,Data/Technology,Nov-50,EDGAR,http://www.sec.gov/edgar.shtml#.U8AAHo1dX3o
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Jurispect,Business & Legal Services,10-Jan,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Fujitsu,Data/Technology,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,OTC Markets,Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,TagniFi,Finance & Investment,10-Jan,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Berkshire Hathaway,Finance & Investment,"5,001-10,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,BlackRock,Finance & Investment,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Altova,Data/Technology,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Capital Cube,Finance & Investment,Nov-50,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Charles Schwab Corp.,Finance & Investment,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Dow Jones & Co.,Finance & Investment,"5,001-10,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Dun & Bradstreet,Business & Legal Services,"1,001-5,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Fidelity Investments,Finance & Investment,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,FutureAdvisor,Finance & Investment,Nov-50,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Innovest Systems,Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Marlin & Associates,Finance & Investment,Nov-50,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Merrill Corp.,Data/Technology,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Merrill Lynch,Finance & Investment,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,"Morningstar, Inc.",Finance & Investment,"1,001-5,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Morgan Stanley,Finance & Investment,"10,001+",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Russell Investments,Finance & Investment,"1,001-5,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,SigFig,Finance & Investment,Nov-50,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,T. Rowe Price,Finance & Investment,NA,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Trintech,Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,WebFilings,Finance & Investment,"501-1,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Relationship Science,Business & Legal Services,"501-1,000",,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Rivet Software,Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Innography,Business & Legal Services,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Kroll Bond Ratings Agency,Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Thinknum,Finance & Investment,10-Jan,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,CB Insights,Finance & Investment,Nov-50,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Owler,Business & Legal Services,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,"LOGIXDATA, LLC",Finance & Investment,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Equilar,Data/Technology,51-200,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,PYA Analytics,Research & Consulting,Nov-50,,
Small Business Administration,SBA,Federal,General,,http://catalog.data.gov/organization/sba-gov,OnDeck,Finance & Investment,201-500,,
Social Security Administration,SSA,Federal,General,,http://catalog.data.gov/organization/ssa-gov,"Aunt Bertha, Inc.",Governance,Nov-50,Benefits.gov,www.benefits.gov
Tennessee,TN,State,General,,http://www.tn.gov/opengov/,Pave,Finance & Investment,10-Jan,Post-Completion Wages of Graduates,
Tennessee,TN,State,General,,http://www.tn.gov/opengov/,PYA Analytics,Research & Consulting,Nov-50,,
Texas,TX,State,General,,http://www.texas.gov/en/Connect/Pages/open-data.aspx,Pave,Finance & Investment,10-Jan,Post-Completion Wages of Graduates,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,"3 Round Stones, Inc.",Data/Technology,10-Jan,Toxics Release Inventory (TRI) Programs,http://www2.epa.gov/toxics-release-inventory-tri-program/tri-data-and-tools
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,"3 Round Stones, Inc.",Data/Technology,10-Jan,Facilities Registry Service (FRS),http://www.epa.gov/enviro/html/fii/index.html
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,YourMapper,Geospatial/Mapping,10-Jan,Toxic Pollution Emmissions,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,YourMapper,Geospatial/Mapping,10-Jan,Toxic Release Chemicals,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,YourMapper,Geospatial/Mapping,10-Jan,Greenhouse Gas Emmissions,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,Abt Associates,Research & Consulting,"1,001-5,000",US Environmental Protection Agency (EPA) Integrated Risk Information System (IRIS),http://www.epa.gov/IRIS/
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,Abt Associates,Research & Consulting,"1,001-5,000",US Environmental Protection Agency (EPA) Enforcement and Compliance History Online (ECHO),http://www.epa-echo.gov/echo/
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,"Energy Points, Inc.",Energy,Nov-50,eGRID,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,ideas42,Research & Consulting,Nov-50,US Environmental Protection Agency (EPA) Fuel Economy,http://www.fueleconomy.gov/feg/download.shtml
